polarity,sentence,lem_words,lem_type
2.0,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",great wine selection gigondas be price house champagne be great value,JJ NN NN NN VB NN NN NN VB JJ NN
2.0,"The lamb was tender so full of flavor, the dessert was divine!!",lamb be tender full flavor dessert be divine,NN VB NN JJ NN NN VB JJ
2.0,My wife had the fried shrimp which are huge and loved it.,wife have fried shrimp be huge love,NN VB JJ NN VB JJ VB
2.0,"Great food, good size menu, great service and an unpretensious setting.",great food good size menu great service unpretensious set,JJ NN JJ NN NN JJ NN JJ VB
2.0,Service- friendly and attentive.,service friendly attentive,NN JJ JJ
2.0,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place have correct ambience excellent staff make feel guest friend same time,NN VB NN NN JJ NN VB VB NN NN JJ NN
2.0,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience be so fun price be great top fact food be really tasty,NN VB RB NN NN VB JJ NN NN NN VB RB JJ
2.0,The waiter was attentive.,waiter be attentive,NN VB JJ
2.0,"Interesting selection, good wines, service fine, fun decor.",interesting selection good wine service fine fun decor,JJ NN JJ NN NN NN NN NN
2.0,"I found the food to be outstanding, particulary the salmon dish I had.",find food be outstanding particulary salmon dish have,VB NN VB JJ NN NN VB VB
2.0,The food was authentic.,food be authentic,NN VB JJ
2.0,"A cool bar with great food, and tons of excellent beer.",cool bar great food ton excellent beer,JJ NN JJ NN NN JJ NN
2.0,"The food is good, especially their more basic dishes, and the drinks are delicious.",food be good especially more basic dish drink be delicious,NN VB JJ RB JJ JJ NN NN VB JJ
2.0,The food here does a great service to the name (Cantonese that is...).,food here do great service name cantonese be,NN RB VB JJ NN NN VB VB
2.0,This place is the most Japanese it can ever get.,place be most japanese ever get,NN VB JJ JJ RB VB
2.0,We all felt it was worth it.,feel be worth,VB VB JJ
2.0,Try the sea bass.,try sea bass,VB NN NN
2.0,Ingredients are organic which is a real plus for me.,ingredient be organic be real plus,NN VB JJ VB JJ NN
2.0,this is can became on e of the NY Italian Food fare institutions.,be become ny italian food fare institution,VB VB NN JJ NN JJ NN
2.0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,place be bistro mean simple dish wine serve efficiently bustling atmosphere,NN VB NN VB JJ NN NN VB RB JJ NN
2.0,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",be perfect quiet relaxing delicious accompaniment afternoon theater,VB JJ JJ NN JJ NN NN NN
2.0,"Delicate spices, onions, eggs and a kick-ass roti.",delicate spice onion egg kick ass roti,JJ NN NN NN JJ NN NN
2.0,I have been to Casimir over 5 times and I have always had a great time there.,have be casimir time have always have great time there,VB VB VB NN VB RB VB JJ NN RB
2.0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",be move upper east side genuinely miss restaurant,VB VB JJ JJ NN RB VB NN
2.0,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",luckily save room bbq salmon sea bass crispy duck,RB VB NN JJ NN NN NN JJ NN
2.0,Go there to relax and feel like your somewhere else.,go there relax feel somewhere else,VB RB VB VB RB RB
2.0,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food look very appetizing delicious come variety fancy plate,NN VB RB JJ JJ VB NN JJ NN
2.0,After really enjoying ourselves at the bar we sat down at a table and had dinner.,really enjoy bar sit table have dinner,RB VB NN VB NN VB NN
2.0,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor be very premium sake be excellent service be great,JJ NN NN VB RB NN NN VB JJ NN VB JJ
2.0,Unique apppetizers.,unique apppetizer,JJ NN
2.0,The bar is very well stocked with interesting beers and well priced wines.,bar be very well stock interesting beer well price wine,NN VB RB RB VB JJ NN RB VB NN
2.0,Amazing!,amazing,JJ
2.0,This is the kind of place you'd like to take all your friends to and still keep a secret.,be kind place like take friend still keep secret,VB NN NN VB VB NN RB VB NN
2.0,I recommend it!,recommend,VB
2.0,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit be always amazing foie gra terrine fig be world,NN NN VB RB JJ NN VB NN NN VB NN
2.0,The server was really cool and served us our food and drinks with a smile.,server be really cool serve food drink smile,NN VB RB JJ VB NN NN NN
2.0,The fried dumplings are GREAT!,fried dumpling be great,JJ NN VB JJ
2.0,This is a wonderful place on all stand points especially value ofr money.,be wonderful place stand point especially value ofr money,VB JJ NN VB NN RB NN JJ NN
2.0,"Everything was wonderful; food, drinks, staff, mileau.",everything be wonderful food drink staff mileau,NN VB JJ NN NN NN NN
2.0,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,have scallop appetizer be delicious sauce be wonderful,VB NN NN VB JJ NN VB JJ
2.0,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN
2.0,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",large selection bruschetta paninis tramezzinis keep palate stagnate,JJ NN NN NN NN VB NN VB
2.0,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience be so fun price be great top fact food be really tasty,NN VB RB NN NN VB JJ NN NN NN VB RB JJ
2.0,Also very inexpensive.,also very inexpensive,RB RB JJ
2.0,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff have be nice seem really stressed unisex bathroom need be clean more often,NN VB VB JJ VB RB JJ NN NN NN VB VB RB RB
2.0,The place is a lot of fun.,place be lot fun,NN VB NN NN
2.0,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",large selection bruschetta paninis tramezzinis keep palate stagnate,JJ NN NN NN NN VB NN VB
2.0,"The Steak Tartare is a great bet, they fix it for you at the table.",steak tartare be great bet fix table,NN NN VB JJ NN VB NN
2.0,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,enjoy very nice caesar salad wife have arugula goat cheese very tasty,VB RB JJ NN NN NN VB NN NN NN RB JJ
2.0,Best Reuben sandwich ever!,best reuben sandwich ever,RB JJ NN RB
2.0,"Good, fast service.",good fast service,JJ JJ NN
2.0,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",consider be last patron there be closing time waitstaff do not rush make feel comfortable relax,VB VB JJ NN RB VB JJ NN NN VB RB VB VB VB JJ VB
2.0,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",just be cheap do not mean portion be small food be nasty be great,RB VB RB VB RB VB NN VB JJ NN VB JJ VB JJ
2.0,Mermaid Inn is an overall good restaurant with really good seafood.,mermaid inn be overall good restaurant really good seafood,NN NN VB JJ JJ NN RB JJ NN
2.0,We could have made a meal of the yummy dumplings from the dumpling menu.,have make meal yummy dumpling dumpling menu,VB VB NN JJ NN JJ NN
2.0,"Conveniently located too, being right on Bedford ave.",conveniently locate too be right bedford ave,RB VB RB VB RB NN VB
2.0,We had the lobster sandwich and it was FANTASTIC.,have lobster sandwich be fantastic,VB NN NN VB JJ
2.0,Good for dates or with friends.,good date friend,JJ NN NN
2.0,"They have it all -- great price, food, and service.",have great price food service,VB JJ NN NN NN
2.0,"Seriously, this place kicks ass.",seriously place kick ass,RB NN VB NN
2.0,I had a huge group for my birthday and we were well taken care of.,have huge group birthday be well take care,VB JJ NN NN VB RB VB NN
2.0,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food be delicious special regular menu fare dish be never disappointment,NN VB JJ NN JJ NN VB NN VB RB NN
2.0,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,have crabmeat lasagna be world chocolate bread pudding dessert,VB NN NN VB NN NN NN NN NN
2.0,The service is good and the resturant is clean.,service be good resturant be clean,NN VB JJ NN VB JJ
2.0,What a great place.,great place,JJ NN
2.0,"Always a nice crowd, but never loud.",always nice crowd never loud,RB JJ NN RB JJ
2.0,"While their kitchen food is delicious, their Sushi is out of this world.",kitchen food be delicious sushi be world,NN NN VB JJ NN VB NN
2.0,I stumbled upon this great pizzeria as I explored my new neighborhood.,stumble great pizzeria explore new neighborhood,VB JJ NN VB JJ NN
2.0,I will be back!,be back,VB RB
2.0,Cheese plate is a varied delight and great bargain at $10.,cheese plate be varied delight great bargain,NN NN VB JJ NN JJ NN
2.0,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,enjoy very nice caesar salad wife have arugula goat cheese very tasty,VB RB JJ NN NN NN VB NN NN NN RB JJ
2.0,"The view is spectacular, and the food is great.",view be spectacular food be great,NN VB JJ NN VB JJ
2.0,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",service be devine oyster sensual come price be beat,NN VB JJ NN JJ VB NN VB JJ
2.0,this is can became on e of the NY Italian Food fare institutions.,be become ny italian food fare institution,VB VB NN JJ NN JJ NN
2.0,Service was prompt and courteous.,service be prompt courteous,NN VB JJ JJ
2.0,"Pizza is terrific, as is homemade pasta.",pizza be terrific be homemade pasta,NN VB JJ VB JJ NN
2.0,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussel be fantastic so be dessert definitely go be back very soon,NN VB JJ RB VB NN RB VB VB RB RB RB
2.0,I really recommend the very simple Unda (Egg) rolls.,really recommend very simple unda egg roll,RB VB RB JJ NN NN NN
2.0,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner staff be japanese as well add entire ambiance,NN NN VB RB RB RB VB JJ NN
2.0,The service is good and the resturant is clean.,service be good resturant be clean,NN VB JJ NN VB JJ
2.0,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,have crabmeat lasagna be world chocolate bread pudding dessert,VB NN NN VB NN NN NN NN NN
2.0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB
2.0,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",husband thougt be great go jekyll hyde pub anniversary surprise be fantastic,NN NN VB JJ VB NN JJ NN NN NN VB JJ
2.0,The tuna and wasabe potatoes are excellent.,tuna wasabe potato be excellent,NN NN NN VB JJ
2.0,"Interesting selection, good wines, service fine, fun decor.",interesting selection good wine service fine fun decor,JJ NN JJ NN NN NN NN NN
